61,191,2,2
368,334,1,1
154,122,2,1
579,356,1,1
27,53,1,1
516,84,1,1
215,240,1,1
560,181,2,2
538,92,2,2
423,72,1,2
413,106,3,3
473,89,1,1
24,369,1,1
512,207,2,2
763,250,1,1
276,350,1,1
723,295,1,3
30,213,2,2
586,163,3,3
665,303,1,1
446,373,1,1
602,376,1,1
458,380,1,1
618,197,2,2
207,340,1,1
300,135,3,3
687,75,1,1
676,24,1,1
174,297,1,1
307,208,2,2
573,321,2,2
492,285,3,3
456,62,1,1
335,327,1,1
78,80,1,1
609,139,3,3
652,52,1,1
248,5,1,1
692,298,1,1
16,207,1,1
467,326,2,1
600,332,1,1
228,144,2,2
96,19,1,1
11,167,1,1
643,33,1,1
671,3,1,1
764,96,1,2
396,352,1,1
639,140,2,2
334,356,1,1
294,367,1,1
120,164,2,1
361,18,1,1
287,82,1,1
594,168,3,3
341,180,3,3
68,61,1,1
496,200,2,2
276,208,2,2
690,216,1,1
94,270,1,1
449,58,1,1
137,184,2,2
59,132,1,1
229,136,1,1
640,56,1,1
272,61,1,1
2,42,1,1
392,312,2,2
100,307,1,1
666,110,1,1
725,227,1,1
304,347,1,1
426,316,2,2
475,272,2,2
430,211,2,2
321,207,2,2
99,9,1,1
604,200,3,3
546,136,3,3
280,150,3,3
432,63,1,1
95,69,1,1
680,121,1,3
595,105,1,1
313,285,2,2
136,80,1,1
353,386,1,1
550,41,1,1
139,272,1,2
167,290,1,1
617,277,1,1
156,220,1,1
577,40,1,1
673,215,1,1
113,59,1,1
314,225,2,2
392,17,1,2
747,124,1,1
667,67,1,1
562,370,1,1
161,298,1,1
194,80,1,2
426,160,3,3
400,253,2,2
585,146,3,2
73,319,1,1
354,388,1,1
424,22,1,1
737,369,1,1
499,333,2,1
288,137,3,3
666,277,1,1
514,293,2,2
689,38,1,1
701,336,1,1
226,327,1,1
351,19,1,1
641,248,1,1
672,222,1,1
81,71,1,1
607,56,1,1
371,58,1,1
635,339,1,1
671,18,1,1
746,208,1,1
130,181,2,2
96,304,1,1
4,33,1,1
438,232,2,1
620,139,3,3
21,23,1,1
397,34,1,1
441,186,3,3
757,297,1,1
689,282,1,2
214,381,1,3
249,172,3,3
226,229,2,1
733,223,1,1
585,281,1,1
556,48,1,1
636,94,1,1
259,205,2,2
519,209,2,2
366,85,1,1
438,213,2,2
385,177,3,3
568,260,2,2
183,29,1,1
58,182,1,1
166,258,1,3
448,52,1,1
393,121,3,3
137,57,1,1
658,75,1,1
291,214,2,3
582,226,3,3
734,360,1,1
382,300,2,2
138,32,1,1
78,386,1,1
499,268,2,2
347,131,3,3
115,378,1,1
769,263,1,1
673,278,1,1
134,339,1,1
485,141,3,3
464,95,1,1
381,133,3,3
382,66,1,1
315,25,1,1
58,283,1,1
337,200,2,2
237,191,2,1
526,174,3,3
107,363,1,1
199,161,3,3
54,108,1,1
7,236,1,1
674,173,3,3
684,192,3,3
317,196,2,2
79,355,1,1
695,172,3,3
92,213,2,2
541,112,3,3
374,38,1,1
242,178,3,3
140,318,1,1
586,276,1,1
510,221,2,2
766,235,1,1
428,49,1,1
444,310,2,2
131,359,1,1
100,327,1,1
381,381,1,1
491,274,2,2
440,322,2,2
189,367,1,1
647,24,1,1
455,332,2,2
17,169,1,1
307,23,1,1
498,186,3,3
699,182,3,3
755,142,1,1
348,107,1,1
259,141,3,3
650,295,1,1
736,153,1,1
50,3,1,1
33,289,1,1
268,236,2,2
345,102,1,1
146,380,1,1
444,46,1,1
34,132,1,1
4,351,1,1
497,196,2,2
10,43,1,1
100,56,1,1
64,389,1,1
150,28,1,1
757,256,1,1
760,233,1,1
486,49,1,1
431,145,3,3
642,379,1,2
193,141,1,1
611,77,1,1
385,138,3,2
99,290,1,1
489,93,1,1
638,387,1,1
666,84,1,1
695,5,1,1
301,56,1,1
357,261,2,2
177,360,1,1
258,45,1,1
710,228,1,1
521,259,2,2
531,30,1,1
461,366,1,1
655,146,2,2
480,191,3,3
123,261,1,1
209,1,1,1
302,323,1,1
106,315,1,1
508,313,2,2
699,255,1,1
693,118,1,1
130,122,2,2
546,82,1,1
677,149,3,2
83,160,1,3
110,74,2,2
216,136,1,1
279,148,3,3
22,130,1,1
340,212,2,2
258,239,2,2
358,44,1,1
514,386,1,2
219,57,1,1
446,262,2,2
1,45,1,2
128,90,2,2
515,11,1,1
115,153,2,2
721,319,1,1
323,55,1,1
609,126,3,3
357,266,3,3
483,291,2,3
394,11,1,1
369,184,3,2
314,187,3,3
465,284,2,2
96,176,2,1
467,301,2,2
375,269,2,2
575,177,3,1
35,307,1,1
573,294,1,1
561,127,3,3
693,146,3,3
361,324,2,2
237,177,3,3
152,150,2,2
541,203,3,3
274,364,1,1
444,297,2,2
623,283,1,1
353,183,3,2
317,314,1,1
338,141,3,2
173,219,1,1
248,349,1,1
750,389,1,1
498,238,2,2
516,224,2,2
49,269,1,3
27,290,1,1
553,12,1,1
474,54,1,1
211,4,1,1
603,94,1,1
18,220,1,1
69,356,1,2
634,240,3,3
587,201,3,3
660,14,1,1
535,236,2,2
379,14,1,1
345,312,2,2
275,24,1,1
720,246,1,1
479,207,2,2
399,221,2,2
88,209,2,2
44,37,1,1
207,17,1,1
287,355,1,1
714,87,1,1
428,224,2,2
484,51,1,1
103,24,1,1
451,48,1,1
59,298,1,1
366,138,3,3
481,183,3,3
615,109,1,1
653,167,3,3
69,346,1,2
305,28,1,1
330,259,2,2
99,110,2,2
144,388,1,1
111,175,2,2
333,300,2,2
764,246,1,1
549,3,1,1
415,124,3,3
13,174,1,1
501,337,2,2
127,270,1,1
91,79,1,3
741,132,1,1
116,389,1,2
681,278,1,1
106,252,1,1
542,250,2,2
288,164,3,3
483,132,3,3
533,271,2,2
643,121,3,3
192,152,1,1
713,185,1,1
419,137,3,3
256,42,1,1
615,41,1,1
293,189,3,3
362,24,1,1
119,35,1,3
58,205,2,2
345,317,2,2
681,198,3,3
751,123,1,1
446,172,3,3
626,265,1,1
146,221,1,2
127,216,1,3
94,248,1,1
304,194,2,2
488,215,2,2
191,285,1,1
588,389,1,1
596,82,1,1
531,260,2,2
632,9,1,1
312,284,2,2
368,311,2,2
538,372,1,1
729,159,1,1
77,32,1,1
240,63,1,1
368,57,1,2
145,54,1,1
322,80,1,1
234,36,1,1
64,326,1,1
362,388,1,2
620,40,1,1
551,286,2,2
619,194,3,3
749,41,1,1
385,82,1,1
425,271,2,2
309,252,2,2
184,143,1,1
642,204,2,2
178,154,1,1
248,64,1,1
492,132,3,3
173,106,1,1
459,139,3,3
570,251,2,2
474,39,1,1
47,93,1,3
641,62,1,1
162,140,2,2
199,113,1,1
187,225,1,1
564,306,2,2
265,191,2,2
132,335,1,1
184,147,1,1
459,47,1,1
400,18,1,2
152,208,1,1
470,153,3,1
25,158,1,1
168,53,1,1
247,111,2,2
380,105,2,2
86,199,2,2
339,227,2,2
364,98,1,1
125,266,1,1
419,331,2,2
397,344,1,2
393,378,1,1
91,275,1,1
759,283,1,1
449,34,1,1
182,383,1,3
245,144,3,3
85,369,1,3
314,267,2,2
87,358,1,1
181,337,1,1
282,8,1,1
531,122,3,1
148,84,1,1
127,195,2,2
147,194,2,2
398,371,1,1
448,389,1,1
311,94,2,2
586,120,3,3
717,140,2,2
24,293,1,1
210,228,1,1
106,35,1,1
716,309,1,2
585,97,1,3
223,138,1,3
240,46,1,1
112,335,1,1
635,145,2,1
7,246,1,1
27,106,1,1
608,377,1,1
244,177,3,3
419,64,1,1
173,47,1,1
502,222,2,2
374,259,2,2
404,251,2,2
231,381,1,1
234,89,1,1
713,134,2,2
203,145,1,1
410,156,3,3
528,184,3,3
523,213,2,1
655,133,3,3
661,268,1,1
678,391,1,3
415,63,1,1
279,365,1,1
436,94,1,2
547,139,3,3
18,290,1,1
655,176,3,3
293,332,1,1
240,295,1,1
216,3,1,1
256,255,2,1
740,86,1,1
721,165,3,3
716,114,1,1
529,205,2,2
148,12,1,1
153,341,1,1
3,27,1,1
704,19,1,1
170,139,2,2
518,40,1,1
740,108,1,3
77,171,2,2
18,193,1,1
322,176,3,2
543,122,3,3
423,334,2,2
281,314,1,1
503,199,2,2
719,112,1,1
410,24,1,1
729,56,1,1
520,184,3,3
396,215,2,2
740,371,1,1
360,243,2,2
608,360,1,1
660,214,3,1
72,58,1,1
534,153,3,3
467,296,2,2
469,345,1,1
679,276,1,1
278,210,3,3
495,125,3,3
548,244,2,2
199,70,1,1
679,187,3,3
746,33,1,1
379,255,2,2
198,308,1,1
22,177,1,1
425,151,3,3
16,371,1,1
284,175,3,3
735,3,1,1
51,105,1,1
3,320,1,1
423,283,2,2
246,11,1,1
470,106,3,1
627,134,3,3
90,364,1,1
235,244,2,2
680,97,1,1
411,335,2,1
133,102,2,2
564,200,3,3
399,314,2,2
589,209,3,3
258,172,3,3
27,355,1,3
691,294,1,2
59,127,1,1
764,126,1,1
670,71,1,1
227,331,1,1
339,121,3,3
699,15,1,1
669,221,1,1
160,189,2,2
706,178,3,3
97,304,1,3
69,291,1,1
83,73,1,1
153,350,1,3
343,371,1,1
528,151,3,3
631,346,1,1
386,271,2,2
181,220,1,1
566,172,3,3
131,388,1,1
136,201,2,2
297,150,3,3
529,155,3,2
447,28,1,1
556,126,3,3
102,80,2,2
728,109,1,1
429,25,1,2
482,111,3,3
676,117,1,1
634,331,1,1
143,54,1,1
365,130,3,3
71,38,1,1
203,150,1,1
522,151,3,3
329,299,2,2
535,47,1,1
304,92,2,2
256,266,2,1
592,31,1,1
118,148,2,2
680,4,1,1
1,321,1,1
727,41,1,1
733,138,3,3
639,201,2,2
396,203,2,2
401,323,2,2
362,294,2,2
482,285,3,3
389,77,1,1
227,103,1,1
341,349,1,2
509,191,3,3
545,122,3,3
33,374,1,1
479,273,2,2
123,87,2,2
202,42,1,1
597,182,3,3
618,294,1,3
42,351,1,1
730,215,1,1
734,228,1,1
732,186,1,1
19,149,1,1
484,291,2,2
668,34,1,1
275,162,3,3
321,269,2,2
713,364,1,1
276,223,2,2
647,90,1,1
406,291,2,2
597,111,3,3
186,320,1,1
32,348,1,1
347,180,3,3
764,62,1,1
27,345,1,1
544,187,3,3
689,261,1,1
211,93,1,3
383,216,2,2
218,9,1,1
564,139,3,3
596,137,3,3
96,111,2,2
161,36,1,1
502,337,2,2
380,378,1,1
107,387,1,1
187,81,1,3
290,362,1,1
558,223,3,3
271,72,1,1
165,25,1,1
460,224,2,2
220,173,3,3
179,335,1,1
172,177,2,2
615,329,1,1
133,32,1,1
118,254,1,2
295,177,3,3
614,251,3,3
578,325,1,1
552,388,1,1
127,180,2,2
109,256,1,1
31,224,1,1
424,136,3,1
552,161,3,3
122,123,2,2
349,204,2,1
13,10,1,1
468,23,1,1
604,285,1,1
237,333,1,1
385,58,1,1
704,345,1,1
301,275,1,1
522,105,3,3
643,276,1,1
233,29,1,1
393,381,1,1
738,73,1,3
132,148,2,2
575,41,1,1
658,384,1,1
685,164,3,3
649,380,1,1
415,172,3,3
590,68,1,1
259,368,1,1
341,205,2,2
510,206,2,2
73,152,2,2
235,257,2,2
463,87,1,1
179,378,1,1
173,122,1,1
557,312,2,2
51,273,1,1
83,226,1,1
156,91,1,1
304,153,3,3
732,77,1,1
384,247,2,2
487,201,2,2
693,318,1,1
207,361,1,1
86,279,1,1
625,89,1,1
29,154,1,1
624,306,1,1
504,28,1,2
98,161,2,2
109,58,2,3
216,286,1,1
650,243,1,1
544,142,3,3
236,17,1,1
713,124,1,1
695,333,1,1
686,349,1,1
